"id","response.chinaCurrency","response.trumpBudget","response.berinskyACA","response.nyhanReifler","response.hksVitaminC","response.hksBioWeapon","response.hksHandWash","response.hksUSCreated","response.demNormsAccept","response.demNormsViol","response.forBornUS","response.forBornCanada","Q47","Q48","Q49","response.olivIraq","response.oliv911","response.olivObama","response.olivContrails","response.olivSoros","Q53.2","lucid_rid","lucid_age","lucid_gender","lucid_hhi","lucid_race","lucid_hispanic","lucid_education","lucid_political_party","lucid_region","lucid_zip","lucid_dma","lucid_state","isRandomized","berinskyACA","nyhanReifler","hksVitaminC","hksBioWeapon","hksHandWash","hksUSCreated","chinaCurrency","trumpBudget","olivIraq","oliv911","olivObama","olivContrails","olivSoros","demNormsAccept","demNormsViol","forBornUS","forBornCanada","shirker.allcGent","shirker.oliv","allcGentz.Beyonce.rally","allcGentz.Clinton.arms","allcGentz.Clinton.deplorables","allcGentz.Clinton.stumbled","allcGentz.FBI.Clinton.charges","allcGentz.FBI.agent","allcGentz.FBI.director","allcGentz.Ireland.asylum","allcGentz.Pence.vulgar","allcGentz.Pope.endorse","allcGentz.RuPaul","allcGentz.Trump.concede","response.allcGentz.Beyonce.rally","response.allcGentz.Clinton.arms","response.allcGentz.Clinton.deplorables","response.allcGentz.Clinton.stumbled","response.allcGentz.FBI.Clinton.charges","response.allcGentz.FBI.agent","response.allcGentz.FBI.director","response.allcGentz.Ireland.asylum","response.allcGentz.Pence.vulgar","response.allcGentz.Pope.endorse","response.allcGentz.RuPaul","response.allcGentz.Trump.concede","recode.chinaCurrency","recode.trumpBudget","recode.berinskyACA","recode.nyhanReifler","recode.hksVitaminC","recode.hksBioWeapon","recode.hksHandWash","recode.hksUSCreated","recode.demNormsAccept","recode.demNormsViol","recode.forBornUS","recode.forBornCanada","recode.olivIraq","recode.oliv911","recode.olivObama","recode.olivContrails","recode.olivSoros","recode.allcGentz.Beyonce.rally","recode.allcGentz.Clinton.arms","recode.allcGentz.Clinton.deplorables","recode.allcGentz.Clinton.stumbled","recode.allcGentz.FBI.Clinton.charges","recode.allcGentz.FBI.agent","recode.allcGentz.FBI.director","recode.allcGentz.Ireland.asylum","recode.allcGentz.Pence.vulgar","recode.allcGentz.Pope.endorse","recode.allcGentz.RuPaul","recode.allcGentz.Trump.concede","education","age","vconservative","party","vliberal","numeracy","wgt"
1352,25.8,99.9,"False","Agree","Probably true","Not sure","Definitely true","Definitely false","Slightly agree","Strongly agree",25.1,30.4,"Prohibited insurers to deny coverage to those with pre-existing conditions.","Abroad","Water vapor from the jet exhaust mixing with cold air outside the plane","Disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Agree","Vote for the Republican Donald Trump","5fe26458-bd70-2b40-d441-21b8bae7e6e5","75","1","9","1","1","4","3","1","08081","504","31","1","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Not sure","Not sure","Yes, true","Yes, true","No, false","Not sure","Yes, true","Yes, true","Yes, true","Yes, true","Not sure","Yes, true",74.2,99.9,"False","Disagree","Probably false","Not sure","Definitely false","Definitely false","Slightly agree","Strongly disagree",74.9,69.6,"Disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Agree","Not sure","Not sure","Yes, true","Yes, true","Yes, true","Not sure","No, false","Yes, true","Yes, true","No, false","Not sure","Yes, true",4,75,0,"Independent",0,0,1.0099548530942
1353,66.1,73.5,"True","Neither agree nor disagree","Definitely true","Probably true","Definitely true","Probably true","Strongly disagree","Strongly agree",76.6,71.1,"Prohibited insurers to deny coverage to those with pre-existing conditions.","Abroad","Wastewater from the airplane lavatory","Strongly agree","Neither agree nor disagree","Strongly agree","Agree","Strongly agree","Vote for the Democrat Joe Biden","5fe26686-39f9-607d-d71b-225b0887b76a","35","1","24","1","1","8","2","4","85255","753","3","1","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Not sure","Yes, true","Not sure","Yes, true","Yes, true","Not sure","Yes, true","Not sure","Yes, true","Not sure","Not sure","Yes, true",66.1,26.5,"False","Neither agree nor disagree","Definitely false","Probably false","Definitely false","Probably false","Strongly agree","Strongly disagree",23.4,28.9,"Strongly disagree","Neither agree nor disagree","Strongly agree","Agree","Strongly agree","Not sure","No, false","Not sure","No, false","No, false","Not sure","No, false","Not sure","Yes, true","Not sure","Not sure","Yes, true",8,35,1,"Democrat",0,0,0.807899201610574
1354,49.9,62.1,"True","Disagree","Probably true","Definitely false","Definitely true","Definitely true","Strongly disagree","Strongly agree",74.3,76.4,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Agree","Vote for the Democrat Joe Biden","5fe265d7-3f73-bc65-6de5-404a11f161ad","39","1","2","1","1","2","1","2","47834","581","15","1","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","No, false","Yes, true","No, false","Yes, true","Yes, true","Not sure","Yes, true","Yes, true","Not sure","Yes, true","Yes, true","Yes, true",49.9,37.9,"False","Disagree","Probably false","Definitely false","Definitely false","Definitely false","Strongly agree","Strongly disagree",25.7,23.6,"Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Yes, true","No, false","No, false","No, false","Yes, true","Not sure","Yes, true","Yes, true","Not sure","No, false","Yes, true","Yes, true",2,39,0,"Democrat",1,1,0.62639918553709
1355,99.9,99.9,"True","Agree","Probably true","Definitely false","Definitely true","Definitely true","Strongly agree","Strongly disagree",85,65,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Strongly agree","Agree","","Agree","Neither agree nor disagree","Vote for the Democrat Joe Biden","5fe26445-247f-997e-cf02-a1dc9b1b211f","44","1","23","1","1","8","1","3","32825","534","10","1","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Not sure","No, false","Not sure","Not sure","Not sure","No, false","No, false","Not sure","No, false","Not sure","Yes, true","No, false",0.0999999999999943,99.9,"True","Disagree","Probably false","Definitely false","Definitely false","Definitely false","Strongly agree","Strongly disagree",15,35,"Strongly agree","Agree","","Agree","Neither agree nor disagree","Not sure","No, false","Not sure","Not sure","Not sure","Yes, true","No, false","Not sure","No, false","Not sure","Yes, true","No, false",8,44,0,"Democrat",1,0,0.574171657914799
1356,48.1,50,"Not sure","Neither agree nor disagree","Definitely false","Not sure","Probably true","Not sure","Strongly agree","Strongly disagree",20.9,23,"Nationalized healthcare, disallowing private insurance companies from continuing to provide coverage.","In the United States","Chemicals distributed by government agents","Neither agree nor disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Not vote in the presidential election","5fe266b1-998b-e912-7ae3-3b3cbd5d96d7","20","2","1","16","1","2","4","1","13204","555","33","1","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed",TRUE,FALSE,"Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure",51.9,50,"Not sure","Neither agree nor disagree","Definitely false","Not sure","Probably false","Not sure","Strongly agree","Strongly disagree",20.9,23,"Neither agree nor disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure",2,20,0,"Other",0,1,0.885701092678788
1357,99.9,99.9,"True","Agree","Definitely true","Definitely true","Definitely true","Probably true","Strongly agree","Somewhat agree",60,76.4,"Prohibited insurers to deny coverage to those with pre-existing conditions.","Abroad","Wastewater from the airplane lavatory","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Vote for the Democrat Joe Biden","5fe2680b-a9e3-de6a-b79c-d9b305fc403d","37","2","13","1","1","6","1","4","97701","821","38","1","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Yes, true","Yes, true","Yes, true","Yes, true","Not sure","Yes, true","Yes, true","Yes, true","Yes, true","Not sure","Yes, true","Yes, true",0.0999999999999943,0.0999999999999943,"False","Disagree","Definitely true","Definitely false","Definitely true","Probably false","Strongly disagree","Somewhat disagree",40,23.6,"Strongly agree","Disagree","Strongly disagree","Agree","Strongly agree","No, false","Yes, true","Yes, true","Yes, true","Not sure","Yes, true","Yes, true","No, false","No, false","Not sure","Yes, true","Yes, true",6,37,0,"Democrat",1,0,0.646737281603242
1358,40.9,69,"True","Strongly disagree","Not sure","Definitely true","Definitely false","Definitely false","Strongly agree","Slightly agree",3.9,4.3,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Neither agree nor disagree","Agree","Strongly disagree","Strongly disagree","Disagree","Vote for the Democrat Joe Biden","5fe24a2e-dc53-5400-e161-432b78bd6f00","45","2","20","1","1","8","1","1","10013","501","33","1","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Yes, true","Not sure","Not sure","Not sure","Yes, true","No, false","Yes, true","Not sure","Not sure","Yes, true","Not sure","Not sure",59.1,31,"False","Strongly agree","Not sure","Definitely false","Definitely false","Definitely false","Strongly agree","Slightly disagree",3.9,4.3,"Neither agree nor disagree","Disagree","Strongly disagree","Strongly disagree","Agree","Yes, true","Not sure","Not sure","Not sure","No, false","No, false","Yes, true","Not sure","Not sure","Yes, true","Not sure","Not sure",8,45,0,"Democrat",1,1,0.631126486177329
1359,35.7,66.7,"True","Disagree","Definitely false","Definitely false","Probably true","Definitely false","Strongly agree","Slightly agree",18.7,91.4,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Vote for the Republican Donald Trump","5fe267f6-3eb1-ef7e-ae77-e95d3923b939","36","1","10","1","1","1","2","3","31510","507","11","1","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed",FALSE,TRUE,"Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","No, false","No, false",64.3,66.7,"False","Disagree","Definitely false","Definitely false","Probably false","Definitely false","Strongly agree","Slightly agree",81.3,8.59999999999999,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","No, false","Yes, true",1,36,0,"Republican",1,0,0.854374859000727
1360,69.3,31.7,"True","Disagree","Definitely false","Probably false","Definitely true","Definitely true","Somewhat disagree","Strongly disagree",21.3,5,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Vote for the Republican Donald Trump","5fe2680e-349d-9a2c-f7fe-78a929f1740d","71","1","-3105","1","1","7","2","3","34711","534","10","1","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","No, false","No, false","Yes, true","Not sure","No, false","No, false","Yes, true","No, false","Not sure","No, false","No, false","Not sure",69.3,31.7,"True","Disagree","Definitely false","Probably true","Definitely false","Definitely false","Somewhat agree","Strongly disagree",21.3,5,"Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Agree","Yes, true","No, false","Yes, true","Not sure","No, false","No, false","Yes, true","Yes, true","Not sure","No, false","No, false","Not sure",7,71,0,"Republican",0,2,0.957543870478141
1361,96.5,90.1,"True","Strongly agree","Definitely true","Definitely true","Definitely true","Definitely true","Strongly agree","Somewhat agree",98.9,96.1,"Nationalized healthcare, disallowing private insurance companies from continuing to provide coverage.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Strongly agree","Agree","Strongly agree","Agree","Neither agree nor disagree","Vote for the Democrat Joe Biden","5fe2684a-1aa4-6d8c-a82c-769ce5fa8a09","40","1","19","1","1","8","1","1","10001","501","33","1","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Yes, true","Not sure","Not sure","Not sure","Yes, true","No, false","Not sure","Yes, true","Yes, true","Not sure","No, false","Not sure",3.5,9.90000000000001,"True","Strongly disagree","Definitely false","Definitely true","Definitely false","Definitely true","Strongly agree","Somewhat disagree",98.9,96.1,"Strongly disagree","Agree","Strongly agree","Agree","Neither agree nor disagree","No, false","Not sure","Not sure","Not sure","Yes, true","Yes, true","Not sure","Yes, true","Yes, true","Not sure","No, false","Not sure",8,40,1,"Democrat",0,2,0.605598834997122
1362,91,93.9,"True","Agree","Definitely true","Probably false","Definitely true","Probably true","Slightly agree","Slightly agree",87.3,86.6,"Nationalized healthcare, disallowing private insurance companies from continuing to provide coverage.","In the United States","Chemicals distributed by government agents","Disagree","Agree","Agree","Agree","Agree","Vote for the Democrat Joe Biden","5fe2698a-6f36-8e6a-ae92-1d91638116d7","36","1","23","1","2","6","2","4","90044","803","5","1","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Yes, true","Not sure","Yes, true","Yes, true","Yes, true","Yes, true","Not sure","Yes, true","No, false","Yes, true","Yes, true","Yes, true",9,6.09999999999999,"True","Disagree","Definitely true","Probably true","Definitely false","Probably true","Slightly agree","Slightly agree",87.3,86.6,"Agree","Disagree","Agree","Disagree","Agree","Yes, true","Not sure","No, false","No, false","No, false","No, false","Not sure","Yes, true","Yes, true","Yes, true","Yes, true","Yes, true",6,36,0,"Democrat",0,0,1.49867287924483
1363,53.1,80.8,"False","Agree","Definitely false","Probably false","Definitely true","Definitely true","Strongly disagree","Strongly agree",11.9,17,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Vote for the Democrat Joe Biden","5fe268fb-5ffa-26e4-0dd5-8f03df609349","67","1","13","1","1","3","1","3","32909","534","10","1","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Not sure","No, false","No, false","Yes, true","Not sure","Not sure","Yes, true","Not sure","Not sure","No, false","Not sure","Not sure",46.9,80.8,"True","Agree","Definitely false","Probably true","Definitely false","Definitely false","Strongly agree","Strongly disagree",11.9,17,"Disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Not sure","No, false","Yes, true","Yes, true","Not sure","Not sure","Yes, true","Not sure","Not sure","No, false","Not sure","Not sure",3,67,0,"Independent",0,2,0.643505067882763
1364,99.9,65.8,"False","Strongly agree","Definitely true","Definitely false","Definitely true","Definitely false","Strongly agree","Strongly agree",75.1,65.1,"Established “death panels” which have the authority to determine whether or not a gravely ill or injured person should receive health care based on their “level of productivity in society.”","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Vote for the Democrat Joe Biden","5fe268af-b17f-e930-c620-3c42b2b994bf","36","1","21","1","1","7","1","3","75201","623","44","1","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Not sure","Yes, true","Yes, true","Yes, true","Yes, true","Yes, true","No, false","Yes, true","Not sure","No, false","Yes, true","Yes, true",0.0999999999999943,34.2,"True","Strongly agree","Definitely false","Definitely false","Definitely false","Definitely false","Strongly agree","Strongly disagree",24.9,34.9,"Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Not sure","No, false","No, false","Yes, true","No, false","No, false","Yes, true","No, false","Not sure","No, false","Yes, true","No, false",7,36,0,"Democrat",0,0,0.574171657914799
